,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,gname,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,nkill,nwound,property,propextent,propextent_txt,propvalue,scite1,scite2,dbsource,INT_LOG,INT_ANY,related
82,197002210004,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.678178,-73.944158,"2/21/1970: Two Military Recruiting Stations in the vicinity of Brooklyn College were firebombed by unknown perpetrators in New York, United States.  There were no casualties but the recruiting stations sustained minor damages before the fire was extinguished.",0,1,0,7,Facility/Infrastructure Attack,4,Military,28.0,Military Recruiting Station/Academy,Military Recruiting Stations,Army Recruiting Booth and Navy Recruiting Booth,217.0,Left-Wing Militants,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.","""Bombs Are Exploded at Home of N.Y. Panther Trial Judge,"" New York Times, February 21, 1970.",Hewitt Project,-9,-9,
83,197002210005,1970,2,21,,0,,217,United States,1,North America,New York,New York City,40.78306,-73.971249,"2/21/1970: The Weathermen claimed credit for bombing the residence of State Supreme Court Justice John Murtagh New York, United States.  The attack caused no casualties but the house sustained minor damages.  Judge Murtagh was presiding over a trial of thirteen Black Panther members at the time.    Anti-Vietnam war and pro-Black Panther graffiti was left at the scene of the attack.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,68.0,Named Civilian,,Judge John Murtagh and family,217.0,"Weather Underground, Weathermen",6,Explosives/Bombs/Dynamite,14.0,Time Fuse,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Emanuel Perlmutter, ""Justice Murtagh's Home Target of 3 Fire Bombs,"" New York Times, February 22, 1970.",Hewitt Project,0,0,
84,197002210006,1970,2,21,,0,,217,United States,1,North America,Colorado,Denver,39.74001,-104.992259,"2/21/1970: Unknown perpetrators threw a firebomb into the residence of James C. Perrill in Denver, Colorado, United States.  There were no casualties and it is unknown if the house was damaged.  The attack occurred during heightened racial tensions due to the integration of Denver City Schools and Perrill was  a conservative school board member.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,68.0,Named Civilian,,James C. Perrill,217.0,Black Nationalists,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,-9,4.0,Unknown,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
85,197002220001,1970,2,22,,0,,217,United States,1,North America,New York,Ithaca,42.455233,-76.475847,"2/22/1970: Unknown perpetrators threw kerosene flare pots at the Wari House Dormitory which housed the Black Women's Cooperative at Cornell University in Ithaca, New York, United States.  The incendiary tossed at the dormitory failed to ignite, but an incendiary thrown through the window of a car parked in front of the dormitory burst into flames and caused minor damages to the vehicle.  There were no casualties.",0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,"Black Women's Collective, Cornell University",Dormitory housing Black Women's Collective,217.0,White extremists,8,Incendiary,20.0,Gasoline or Alcohol,0.0,0.0,1,3.0,Minor (likely < $1 million),,"""Flare Pot Hurled at Cornell House,"" New York Times, February 23, 1970.","Richard Phalon, ""Fire Destroys the Black Studies Center at Cornell,"" New York Times, April 2, 1970.",Hewitt Project,-9,-9,
86,197002220002,1970,2,22,,0,,217,United States,1,North America,Wisconsin,Prairie du Sac,43.287052,-89.724361,"2/22/1970: Karl Armstrong, a member of the New Years Gang, attempted to bomb the Wisconsin Power and Light substation in Prairie du Sac, Wisconsin, United States.  Carrying thirteen sticks of dynamite he broke into the substation, but fled the scene when a night security guard arrived unexpectedly.  The substation supplied power to the Badger Ammunition Plant.",0,0,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Wisconsin Power and Light Company,"Wisconsin Power and Light Company substation, Prairie du Sac",217.0,New Year's Gang,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Tom Bates, ""Rads: The 1970 Bombing of the Army Math Research Center at the University of Wisconsin and Its Aftermath,"" HarperCollinsPublishing, 1992.","David Newman, Sandra Sutherland, and Jon Stewart, ""The Madison Bomb Story: The Death the FBI Saw, Heard and Won't Talk About,"" Mother Jones, February-March, 1979.",Hewitt Project,0,0,
87,197002230001,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,"197002230001, 197002230002, 197002230003, 197002230004"
88,197002230002,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,"197002230002, 197002230001, 197002230003, 197002230004"
89,197002230003,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,"197002230003, 197002230001, 197002230002, 197002230004"
90,197002230004,1970,2,23,,0,,217,United States,1,North America,Nebraska,South Sioux City,42.47031,-96.413949,"2/23/1970: In a series of related attacks, unknown perpetrators bombed four separate power transmission poles in the Dakota City and Sioux City areas in Nebraska, United States.  There were no casualties and none of the dynamite blasts broke off any of the poles.   These attacks were one of many instances of violence in South Sioux City during the Iowa Beef Packers strike.",1,1,0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Power Transmission Pole in the Dakota City/Sioux City area,217.0,Strikers,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,"197002230004, 197002230001, 197002230002, 197002230003"
91,197002230005,1970,2,23,,0,,217,United States,1,North America,Arizona,Tucson,32.222232,-110.925752,"2/23/1970: Unknown perpetrators detonated a dynamite bomb in front of the Selective Service Headquarters in Tucson, Arizona, United States. There were no casualties, however, all of the windows of the building shattered.",0,1,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Selective Service,"Selective Service Headquarters, Tucson Arizona.",217.0,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Steven V. Roberts, ""Bombings on Rise Over the Nation,"" New York Times, March 13, 1970.",Hewitt Project,-9,-9,
92,197002240002,1970,2,24,,0,,217,United States,1,North America,Colorado,Denver,39.74001,-104.992259,"2/24/1970: Unknown perpetrators detonated a pipe bomb in front of the house of Wilfred Keyes in Denver, Colorado, United States.  There were no casualties, however, the front porch was destroyed and many windows were shattered.  Keyes was the lead plaintiff in a court case calling for the desegregation of Denver City Schools.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,68.0,Named Civilian,,Wilfred Keyes,217.0,White extremists,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anna Alejo, ""Alejo: Keys to Success,"" Rocky Mountain News, January 28, 2006.",Hewitt Project,-9,-9,
93,197002240003,1970,2,24,,0,,217,United States,1,North America,Illinois,Champaign,40.101952000000004,-88.227161,"2/24/1970: Unknown perpetrators threw a Molotov cocktail into the Armory at the University of Illinois, Champaign-Urbana, United States.  There were no casualties but the firebomb caused $2,000 in damages.  The offices of the R.O.T.C. were located in the Armory",0,1,0,7,Facility/Infrastructure Attack,4,Military,28.0,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C., University of Illinois",217.0,Student Radicals,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),2000.0,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Patrick D. Kennedy, ""Reactions Against the Vietnam War and Military-Related Targets on Campus: The University of Illinois as a Case Study, 1965-1972,"" Illinois Historical Journal, 1991.",Hewitt Project,-9,-9,
94,197002270001,1970,2,27,,0,,217,United States,1,North America,Colorado,Boulder,40.007581,-105.265942,"2/27/1970: Unknown perpetrators detonated a bomb in the Behavioral Sciences Building at the University of Colorado at Boulder in Colorado, United States.  There were no casualties but the building was damaged.",0,1,0,3,Bombing/Explosion,8,Educational Institution,49.0,School/University/Educational Building,University of Colorado,Institute of Behavioral Sciences,217.0,Student Radicals,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Marie Smith, ""Heavy Security Highlights Pat's Colorado Visit,"" Washington Post, March 5, 1970.",Hewitt Project,-9,-9,
95,197002280001,1970,2,28,,0,,102,Jordan,10,Middle East & North Africa,Khalil,Hebron,31.532521000000003,35.100248,,0,1,0,2,Armed Assault,18,Tourists,96.0,Tour Bus/Van,,Tourist Bus,102.0,Unknown,5,Firearms,2.0,Automatic Weapon,,,1,4.0,Unknown,,,,PGIS,-9,-9,
96,197003000001,1970,3,0,,0,,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051000000001,120.97866599999999,,0,1,0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,,U.S. Embassy,217.0,Unknown,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),500.0,,,PGIS,-9,1,
97,197003010001,1970,3,1,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,,0,0,0,3,Bombing/Explosion,6,Airports & Aircraft,42.0,Aircraft (not at an airport),,Ethopian Airliner,65.0,Eritrean Liberation Front,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,0.0,0.0,1,,,,,,PGIS,1,1,
98,197003010005,1970,3,1,,0,,217,United States,1,North America,Colorado,Boulder,40.007581,-105.265942,"3/1/1970: Unknown perpetrators bombed the office of the Air Force R.O.T.C. at the University of Colorado in Boulder, Colorado, United States.  There were no casualties but the R.O.T.C. training facility sustained an estimated $2,000 in damages.",0,1,0,3,Bombing/Explosion,4,Military,28.0,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of Colorado,217.0,Student Radicals,6,Explosives/Bombs/Dynamite,17.0,Other Explosive Type,0.0,0.0,1,3.0,Minor (likely < $1 million),2000.0,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Colorado R.O.T.C. Blast Attributed to Arsonists,"" Washington Post, March 3, 1970.",Hewitt Project,-9,-9,
99,197003010006,1970,3,1,,0,,217,United States,1,North America,Colorado,Colorado Springs,38.83345,-104.821814,"3/1/1970: Unknown perpetrators firebombed the headquarters of the Selective Service in Colorado Springs, Colorado, United States.  There were no casualties but the building sustained moderate damages.",0,1,0,7,Facility/Infrastructure Attack,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Selective Service,"Selective Service Headquarters, Colorado Springs",217.0,Left-Wing Militants,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Colorado R.O.T.C. Blast Attributed to Arsonists,"" Washington Post, March 3, 1970.",Hewitt Project,-9,-9,
100,197003010007,1970,3,1,,0,,217,United States,1,North America,Colorado,Boulder,40.007581,-105.265942,"3/1/1970: In a series of two incidents that were possibly related, unknown perpetrators firebombed a University of Colorado campus police vehicle in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0,1,0,7,Facility/Infrastructure Attack,3,Police,23.0,Police Patrol (including vehicles and convoys),University of Colorado Police,Police Car,217.0,Student Radicals,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
101,197003010008,1970,3,1,,0,,217,United States,1,North America,Colorado,Boulder,40.014986,-105.270546,"3/2/1970: In a series of two incidents that were possibly related, unknown perpetrators bombed a city police car in Boulder, Colorado, United States.  There were no casualties but the car was damaged.",0,1,0,3,Bombing/Explosion,3,Police,23.0,Police Patrol (including vehicles and convoys),Boulder Police Department,Police Car,217.0,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
102,197003020001,1970,3,2,,0,,217,United States,1,North America,Ohio,Cleveland,41.504365,-81.69045899999999,"3/2/1970: Unknown perpetrators threw a Molotov cocktail into the house of Frank Schaeffer, the president of the Cleveland Fraternal Order of Police, in Cleveland, Ohio, United States.  There were no casualties but the fire caused an estimated $200 in damages.  Schaeffer had recently defended the actions of Cleveland Police Officers during the 1968 racial disorders.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,68.0,Named Civilian,,Frank Schaeffer,217.0,Black Nationalists,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),200.0,"""Home of Police Officer Bombed,"" Toledo Blade, March 2, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,
103,197003030001,1970,3,3,,0,,185,Spain,8,Western Europe,Unknown,Unknown,,,,0,0,0,6,Hostage Taking (Kidnapping),2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Spanish Govt.,"Garrigues, permanent spanish delegaet to Unesco",185.0,1st of May Group,13,Unknown,,,0.0,0.0,0,,,,,,PGIS,0,1,
104,197003030002,1970,3,3,,0,,217,United States,1,North America,Colorado,Denver,39.751039,-104.93049599999999,"3/3/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Foreign Vehicles,Foreign cars painted red,,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
105,197003030003,1970,3,3,,0,,217,United States,1,North America,Washington,Seattle,47.655335,-122.30351999999999,"3/3/1970: Four left wing radicals set off a dynamite bomb at a post office in Seattle, Washington, United States.  There were no casualties but the building and a vehicle were damaged.",0,1,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Post Office,Post Office in Seattle's University District,217.0,Student Radicals,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Earl Caldwell, ""Fear Grows In Seattle As Police Urge F.B.I. Help On Bombings,"" New York Times, April 26, 1970.",Hewitt Project,-9,-9,
106,197003040001,1970,3,4,,0,,217,United States,1,North America,California,Oakland,37.805065,-122.27302399999999,"3/4/1970: Unknown perpetrators placed a time bomb in a Barracks at the Oakland Army Base in California, United States.  The bomb was subsequently discovered and disarmed. The base was used as a departing point for United States troops heading to Vietnam.",0,0,0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,US Military,Oakland Army Base,217.0,Left-Wing Militants,6,Explosives/Bombs/Dynamite,14.0,Time Fuse,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Army Disarms Time Bomb at Base in Oakland,"" Washington Post, March 5, 1970.",Hewitt Project,-9,-9,
107,197003040002,1970,3,4,,0,,217,United States,1,North America,California,Martinez,38.019304,-122.13406200000001,"3/4/1970: Unknown perpetrators placed a bomb on a railroad car in Martinez, California, United States.  The bomb was subsequently discovered and disarmed.  The railroad car was used to transport acid.",0,0,0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Railroad car,,217.0,Unknown,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
108,197003040003,1970,3,4,,0,,217,United States,1,North America,Colorado,Denver,39.735233,-104.98608200000001,"3/4/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was damaged.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Foreign Vehicles,Foreign cars painted red,,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
109,197003050001,1970,3,5,,0,,217,United States,1,North America,Washington,Seattle,47.603559999999995,-122.329439,"3/5/1970: Unknown perpetrators detonated a bomb at the University District Post Office in Seattle, Washington, United States.  There were no casualties, however, the side of the building was damaged.",0,1,0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Post Office,University District Post Office,217.0,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
110,197003050002,1970,3,5,,0,,217,United States,1,North America,Colorado,Denver,39.73686,-104.981109,"3/5/1970: Unknown perpetrators bombed a foreign-made car painted red in Denver, Colorado, United States.  There were no casualties but the car was heavily damaged.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Foreign Vehicles,Foreign cars painted red,,Left-Wing Militants,6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Anthony Ripley, ""Colorado Weighs Blast Controls,"" New York Times, March 9, 1970.",Hewitt Project,-9,-9,
111,197003050003,1970,3,5,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,"3/5/1970: Unknown Puerto Rican Nationalists assassinated two United States Navy personal stationed in San Juan, Puerto Rico.  The incident was in response to the death of Antonia Martinez Lagaras, who was shot and killed during a confrontation between students and police in front of the R.O.T.C. building at the University of Puerto Rico, Rio Piedras a day earlier.",0,1,0,1,Assassination,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",US Navy,Two members of the United States Navy,217.0,Armed Commandos of Liberation,5,Firearms,5.0,Unknown Gun Type,2.0,0.0,0,,,,"Committee on the Judiciary  United States Senate, ""Terroristic Activity: The Cuban Connection in Puerto Rico; Castro's Hand in Puerto Rican and U.S. Terrorism,"" U.S. Government Printing Office, August 6, 1970.","William Sater, ""Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?,"" RAND, October 1981.",Hewitt Project,0,1,
112,197003060001,1970,3,6,,1,3/8/1970,83,Guatemala,2,Central America & Caribbean,,Guatemala City,14.624422000000001,-90.53288,,0,1,0,6,Hostage Taking (Kidnapping),7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",State Dept,"Sean Holley, U.S. labor attache, U.S. embassy",217.0,Rebel Armed Forces of Guatemala (FAR),5,Firearms,2.0,Automatic Weapon,0.0,0.0,0,,,,,,PGIS,0,1,
113,197003060003,1970,3,6,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,"3/6/1970: In a series of related unsuccessful attacks, suspected members of the Weathermen placed thirty-four sticks of dynamite at the Detroit Police Department building in Michigan, United States.  The bombs were subsequently discovered and  disarmed.",1,0,0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",Detroit Police Department,Detroit Police Department Building,217.0,"Weather Underground, Weathermen",6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","W. Mark Felt, ""The FBBI Pyramid From the Inside,"" G. P. Putnam's Sons, 1979.",Hewitt Project,0,0,"197003060003, 197003060004"
114,197003060004,1970,3,6,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,"3/6/1970: In a series of related unsuccessful attacks, suspected members of the Weathermen tossed a package containing dynamite through a window of the Detroit Police Officers Association in Michigan, United States.  The dynamite was  discovered and subsequently disarmed.",1,0,0,3,Bombing/Explosion,3,Police,25.0,Police Security Forces/Officers,Detroit Police Department,Detroit Police Officers Association,217.0,"Weather Underground, Weathermen",6,Explosives/Bombs/Dynamite,28.0,Dynamite/TNT,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","John Castellucci, ""The Big Dance,"" Dodd, Mead & Company, 1986.",Hewitt Project,0,0,"197003060004, 197003060003"
115,197003090001,1970,3,9,,0,,217,United States,1,North America,California,Berkeley,37.869885,-122.27053899999999,,0,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49.0,School/University/Educational Building,"University of California, Berkeley",Library,217.0,Unknown,8,Incendiary,,,0.0,0.0,1,3.0,Minor (likely < $1 million),320000.0,,,PGIS,-9,-9,
116,197003090003,1970,3,9,,0,,217,United States,1,North America,Alabama,Ashville,33.83651,-86.254749,,0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,69.0,Religion Identified,,Black Muslims,217.0,Ku Klux Klan,2,Chemical,1.0,Poisoning,0.0,0.0,1,,,,,,CBRN Global Chronology,0,0,
117,197003090004,1970,3,9,,0,,217,United States,1,North America,Connecticut,Bridgeport,41.18188,-73.19126899999999,"3/9/1970: Unknown perpetrators firebombed Shiloh Baptist Church, a predominantly African American Church, in Bridgeport, Connecticut, United States.  There were no casualties but the building sustained minor damages.",0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,86.0,Place of Worship,African American Church,Shiloh Baptist Church,217.0,White extremists,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,0.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,Hewitt Project,-9,-9,
118,197003090005,1970,3,9,,0,,217,United States,1,North America,New Mexico,Albuquerque,35.084319,-106.619781,"3/9/1970: Unknown perpetrators placed an incendiary bomb underneath the Air Force R.O.T.C. building at the University of New Mexico in Albuquerque, New Mexico, United States.  The bomb was discovered and disarmed fifteen minutes before it was set to explode.",0,0,0,3,Bombing/Explosion,4,Military,28.0,Military Recruiting Station/Academy,R.O.T.C.,Air Force R.O.T.C. at University of New Mexico,217.0,White extremists,6,Explosives/Bombs/Dynamite,14.0,Time Fuse,0.0,0.0,0,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""S.F. State Protest Ends, Off-Campus Rampage Blocked,"" Washington Post, March 11, 1970.",Hewitt Project,-9,-9,
119,197003090006,1970,3,9,,0,,217,United States,1,North America,Maryland,Bel Air,39.538940000000004,-76.348479,"3/9/1970: A bomb exploded in the car of Ralph Featherstone and William Payne, members of the Student non-violent Coordinating Committee and supporters of H. Rap Brown, while they were driving in Bel Air, Maryland, United States.  Both men died as a result of the blast.  Police suspected that the bomb exploded prematurely and was intended for H. Rap Brown's trial scheduled to be held  at the Harford County Courthouse   Many members of the radical Black community believed that the bomb was set off by White Racists or the police.  The next day, a bomb was detonated at Dorchester County Courthouse, the original location of Brown's trial, by an unknown perpetrator.",0,0,0,3,Bombing/Explosion,20,Unknown,,,,,217.0,Black Nationalists,6,Explosives/Bombs/Dynamite,16.0,Unknown Explosive Type,2.0,0.0,1,3.0,Minor (likely < $1 million),,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Homer Bigart, ""Maryland Hunts Woman In Blast,"" New York Times, March 12, 1970.",Hewitt Project,-9,-9,
120,197003100001,1970,3,10,,0,,362,West Germany (FRG),8,Western Europe,Bavaria,Munich,48.139126,11.580186,,0,0,0,3,Bombing/Explosion,2,Government (General),14.0,Judge/Attorney/Court,,Court Building (Amstgericht),75.0,Unknown,6,Explosives/Bombs/Dynamite,14.0,Time Fuse,0.0,0.0,0,,,,,,PGIS,-9,1,
